emp_no,first_name,last_name,tittle,salary,from_date,to_date
244873,Arunachalam,Oppitz,Senior Staff,82148,1986-05-20,9999-01-01
246244,George,Casperson,Staff,53305,2000-01-20,9999-01-01
245164,Filipp,Winter,Senior Engineer,57847,1996-10-24,9999-01-01
245396,Gift,Bottner,Senior Staff,40000,1995-03-04,9999-01-01
245664,Manohar,Kilgore,Staff,68558,1998-11-17,9999-01-01
246146,Zhongwei,Melski,Senior Engineer,57332,1987-09-04,9999-01-01
246798,Tianruo,Strooper,Senior Staff,96152,1993-10-28,9999-01-01
246364,Alper,Tiemann,Engineer,72695,1998-10-29,9999-01-01
246764,Shuzo,Czaja,Staff,71627,1997-11-29,9999-01-01
247612,Chiranjit,Constantine,Engineer,40000,1997-05-25,9999-01-01
246902,Shih,Shanbhogue,Staff,40000,1998-04-19,9999-01-01
247089,Seongbae,Schahn,Senior Staff,66089,1992-12-10,9999-01-01
247122,Xiaobin,Narlikar,Senior Staff,40000,1992-02-14,9999-01-01
247447,Tzu,Bakhtari,Senior Engineer,45800,1994-03-18,9999-01-01
247456,Masako,Bahk,Engineer,61394,1997-07-31,9999-01-01
247888,Abdelghani,Lagarias,Senior Engineer,40000,1985-09-06,9999-01-01
247875,Xiong,Anick,Senior Staff,77461,1991-04-23,9999-01-01
248351,Jaana,Milicia,Senior Staff,55386,1985-06-02,9999-01-01
248256,Sajjan,Falby,Staff,68786,1996-08-29,9999-01-01
248758,Snehasis,Muhlberg,Senior Staff,79398,1991-07-16,9999-01-01
248953,Percy,Sudbeck,Assistant Engineer,47201,1996-08-29,9999-01-01
249239,Hideyuki,Decleir,Senior Engineer,40000,1994-05-04,9999-01-01
249325,Ute,Pokrovskii,Staff,82809,1997-06-09,9999-01-01
249433,Ayonca,Matzov,Senior Engineer,50915,1988-06-03,9999-01-01
249504,Dmitry,Velardi,Senior Engineer,40000,1994-03-01,9999-01-01
249780,Nechama,Gaughan,Senior Engineer,56733,1986-01-16,9999-01-01
249799,Jolita,Neimat,Senior Engineer,41338,1993-12-27,9999-01-01
249866,Steen,Gubsky,Senior Staff,49410,1989-01-14,9999-01-01
249969,Georgi,Luiz,Senior Engineer,73578,1991-06-10,9999-01-01
250411,Ranga,Sommen,Senior Staff,54722,1989-01-20,9999-01-01
250452,Alexius,Plavsic,Senior Engineer,55615,2000-01-17,9999-01-01
250748,Kish,Turnbull,Senior Engineer,40000,1987-02-10,9999-01-01
251166,Hinrich,Hooghiemstra,Senior Staff,74699,1985-10-05,9999-01-01
251233,Yucel,Bernini,Senior Engineer,47919,1993-02-19,9999-01-01
251301,Pintsang,Impagliazzo,Senior Staff,51640,1989-05-06,9999-01-01
251341,Divier,Kumaresan,Senior Staff,40000,1992-12-05,9999-01-01
251403,Utpal,DuBourdieux,Technique Leader,40000,1997-11-19,9999-01-01
251437,Shichao,Iwayama,Engineer,40000,1989-10-17,9999-01-01
251645,Bezalel,Tsunoo,Senior Staff,54614,1992-06-17,9999-01-01
251680,Moty,Sommen,Senior Engineer,54883,1990-08-14,9999-01-01
251814,Mitsuyuki,Zockler,Technique Leader,42555,1998-09-14,9999-01-01
252185,Chaosheng,Conta,Engineer,44552,1997-04-14,9999-01-01
252316,Gill,Niizuma,Senior Engineer,46232,1994-10-08,9999-01-01
252392,Sanjeeva,Peron,Senior Engineer,40000,1993-12-26,9999-01-01
253029,Thodoros,Thimonier,Engineer,40000,1995-04-05,9999-01-01
253707,Insup,Hainaut,Staff,57777,1998-02-11,9999-01-01
253838,Stafford,Terlouw,Assistant Engineer,40000,1999-02-21,9999-01-01
253893,Huiqun,Trystram,Senior Engineer,44376,1993-05-10,9999-01-01
254044,Gunilla,Brendel,Senior Engineer,40000,1992-04-10,9999-01-01
254399,Armond,Lores,Technique Leader,58503,1999-09-16,9999-01-01
254821,Tonny,Couchot,Staff,58821,1994-12-12,9999-01-01
255466,Huan,Roccetti,Senior Engineer,53964,1985-07-03,9999-01-01
255657,Oldrich,Cyre,Senior Engineer,40000,1985-02-10,9999-01-01
255779,Heejo,Merle,Technique Leader,40000,1997-09-04,9999-01-01
256216,Halsur,Brodal,Engineer,40000,1997-11-22,9999-01-01
256856,Hongzue,Barbanera,Senior Staff,40000,1987-06-17,9999-01-01
256881,Ioana,Jakobus,Senior Engineer,45924,1990-08-10,9999-01-01
256888,Heather,Pehl,Staff,50006,1993-09-15,9999-01-01
257469,Anyuan,Hanratty,Senior Staff,53367,1988-01-06,9999-01-01
257062,Stabislas,Pardalos,Senior Engineer,53285,1989-06-21,9999-01-01
257378,Pascal,Bernatsky,Senior Staff,45349,1988-09-03,9999-01-01
257484,Shaowei,Nicolson,Senior Staff,40000,1986-12-07,9999-01-01
258028,Mountaz,Reinhart,Engineer,55108,2000-01-21,9999-01-01
258470,Weiwu,Butner,Staff,98002,1995-02-14,9999-01-01
258124,Mariusz,Zolotykh,Senior Staff,84665,1990-07-28,9999-01-01
259042,Xiaoqiang,Farrow,Staff,67056,1997-01-01,9999-01-01
258643,Przemyslawa,Esposito,Senior Engineer,47581,1992-02-27,9999-01-01
259237,Palash,Gammage,Senior Staff,40000,1987-10-23,9999-01-01
259273,Xiahua,Gomatam,Senior Engineer,52325,1989-12-01,9999-01-01
259718,Stepehn,Bouloucos,Senior Staff,57915,1991-09-17,9999-01-01
259611,Shuichi,Marrakchi,Senior Staff,57203,1990-08-21,9999-01-01
259619,Conal,Magliocco,Senior Staff,41263,1992-05-09,9999-01-01
260153,Mingdong,Baar,Technique Leader,71781,1991-10-14,9999-01-01
260249,Vugranam,Beausoleil,Staff,49234,1998-05-14,9999-01-01
260361,Reinhold,Rahier,Engineer,40000,1995-06-06,9999-01-01
260399,Hatem,Birsak,Senior Staff,63485,1989-04-10,9999-01-01
260408,Sasan,Brookner,Senior Staff,40000,1996-09-03,9999-01-01
260501,Dzung,Pargas,Technique Leader,59070,1990-05-17,9999-01-01
261184,Masako,Kornatzky,Senior Engineer,51696,1987-08-29,9999-01-01
261631,Jianhua,Huttel,Engineer,48817,1998-02-23,9999-01-01
261662,Berni,Assaf,Senior Staff,64577,1989-09-08,9999-01-01
261737,Mark,Lindqvist,Senior Engineer,40000,1990-11-22,9999-01-01
261986,Gila,Ramsak,Senior Engineer,50346,1997-05-13,9999-01-01
261990,Volkmar,Czaja,Senior Staff,55592,1992-04-01,9999-01-01
262208,Mrinalini,Holburn,Senior Staff,82779,1987-04-20,9999-01-01
262210,Chinho,Bottner,Senior Engineer,50052,1985-07-29,9999-01-01
262439,Lorien,Lagarias,Senior Staff,78223,1985-10-10,9999-01-01
262636,Tamiya,Reutenauer,Senior Engineer,62056,1985-06-02,9999-01-01
262752,Pramod,Bierman,Engineer,63602,1997-12-12,9999-01-01
262928,Piyush,Gill,Senior Engineer,40000,1990-08-31,9999-01-01
263012,Hideo,Buchter,Staff,40755,1999-05-01,9999-01-01
263186,Danny,Lowrie,Technique Leader,40000,1995-09-13,9999-01-01
263370,Shakhar,Ranze,Staff,76883,1999-05-29,9999-01-01
263439,Atreye,Kabayashi,Senior Engineer,40000,1986-12-15,9999-01-01
263645,Mingsen,Lally,Senior Engineer,62104,1990-12-04,9999-01-01
263649,Mechthild,Zongker,Senior Staff,67578,1993-07-26,9999-01-01
263926,Fusako,Schwartzbauer,Senior Staff,43694,1985-04-07,9999-01-01
264030,Zdislav,Solares,Engineer,40000,1990-12-14,9999-01-01
264167,Baoqiu,Tomescu,Senior Engineer,59581,1996-05-01,9999-01-01
264322,Leandro,Swist,Senior Staff,58053,1991-01-06,9999-01-01
264626,Noritoshi,Bakhtari,Senior Staff,40000,1993-02-03,9999-01-01
264939,Bogdan,Bahi,Senior Engineer,40000,1985-02-09,9999-01-01
265039,Navid,Staudhammer,Senior Staff,71928,1992-10-18,9999-01-01
265521,Kensei,Salverda,Senior Engineer,52088,1993-05-25,9999-01-01
265558,Susuma,Kleiser,Senior Staff,79792,1987-08-02,9999-01-01
265794,Miquel,Halloran,Senior Staff,83098,1994-01-14,9999-01-01
265875,Fan,Marsiglia,Senior Engineer,44708,1989-09-03,9999-01-01
266206,Zsolt,Anily,Senior Staff,63169,1985-08-19,9999-01-01
266249,Sumant,Nishimukai,Senior Staff,65301,1991-03-28,9999-01-01
266310,Zvonko,Serdy,Senior Staff,40000,1987-06-24,9999-01-01
266644,Anwar,Gubsky,Senior Staff,40000,1993-08-09,9999-01-01
266862,Mart,Plumb,Senior Staff,40000,1986-04-21,9999-01-01
266881,Mokhtar,Sabnani,Senior Staff,40000,1990-08-28,9999-01-01
267059,Moie,Tempesti,Senior Staff,51878,1991-06-29,9999-01-01
267227,Susuma,Tagansky,Senior Engineer,40000,1995-01-22,9999-01-01
267304,Jordanka,Axelband,Senior Staff,61938,1994-06-27,9999-01-01
267667,Irena,Kaiserswerth,Senior Staff,75381,1987-09-05,9999-01-01
268043,Narain,Mikschl,Engineer,40000,1997-11-02,9999-01-01
269728,Naftali,Kragelund,Senior Staff,71296,1987-05-16,9999-01-01
262328,Mayuko,Vural,Staff,63741,1997-12-24,9999-01-01
268191,LiMin,Teitelbaum,Senior Engineer,53601,1990-11-01,9999-01-01
270716,Shunichi,Baer,Staff,104010,1998-02-04,9999-01-01
270084,Ulises,Frolund,Senior Staff,40000,1986-07-26,9999-01-01
271106,Taisook,Kampfer,Engineer,57783,1997-11-30,9999-01-01
270794,Dannz,Zhang,Senior Staff,73566,1991-06-26,9999-01-01
271219,Odoardo,Tyugu,Engineer,40000,1994-11-07,9999-01-01
273286,Brigham,Asmuth,Senior Engineer,43159,1989-01-23,9999-01-01
272141,Tsutomu,Neiman,Senior Staff,40000,1986-05-05,9999-01-01
272285,Gully,Mitchem,Senior Staff,40000,1986-01-22,9999-01-01
272316,Surveyors,Muhling,Engineer,46031,1999-07-19,9999-01-01
272452,Mitsuyuki,Isard,Engineer,60967,1996-08-17,9999-01-01
272599,Holgard,Hegner,Senior Staff,42096,1993-07-15,9999-01-01
272860,Minghong,Candan,Assistant Engineer,40000,1994-02-10,9999-01-01
273159,Divine,Hofmeyr,Technique Leader,40000,1989-04-14,9999-01-01
273806,Hongzhu,Beetstra,Senior Staff,81637,1991-01-24,9999-01-01
273396,Wayne,Baba,Engineer,60301,1998-03-07,9999-01-01
274369,Ranga,Waymire,Senior Staff,44399,1997-01-27,9999-01-01
273858,Gunilla,Matzen,Senior Staff,66820,1990-12-28,9999-01-01
274071,Mingsen,Weiland,Staff,40000,1995-10-12,9999-01-01
274271,Prodip,Ritcey,Senior Staff,55623,1986-09-10,9999-01-01
275158,Satyanarayana,Brandsma,Engineer,93286,1999-12-08,9999-01-01
274813,Yefim,Pettey,Senior Staff,66431,1993-08-07,9999-01-01
275444,Limsoon,Leppanen,Senior Engineer,55338,1993-01-21,9999-01-01
275263,Vojin,Laventhal,Senior Engineer,64702,1991-10-18,9999-01-01
275495,Shen,Yamaashi,Staff,41626,1995-02-19,9999-01-01
275881,Jiann,Munro,Senior Engineer,40000,1988-05-18,9999-01-01
275994,Uma,Prampolini,Senior Engineer,40000,1991-02-21,9999-01-01
275801,Ayakannu,Heinisuo,Senior Staff,70395,1986-06-28,9999-01-01
276027,Holgard,Stavenow,Senior Staff,40000,1986-02-28,9999-01-01
276184,Mari,Swick,Senior Staff,77922,1991-04-08,9999-01-01
276186,Sajjad,Vecchi,Senior Staff,40000,1993-06-02,9999-01-01
276189,Isaac,Klerer,Senior Staff,47945,1995-03-19,9999-01-01
276563,Gift,Solares,Senior Staff,40000,1995-08-01,9999-01-01
276445,Atilio,Randi,Senior Engineer,63137,1988-07-02,9999-01-01
276868,Alois,Sanella,Staff,61613,1998-03-13,9999-01-01
276472,Hideyuki,Flanders,Senior Engineer,49162,1988-11-10,9999-01-01
277420,Rayond,Schach,Senior Engineer,40000,1995-04-22,9999-01-01
277829,Michaela,Fandrianto,Senior Engineer,40000,1986-06-02,9999-01-01
277316,Vitali,Rothenberg,Senior Staff,86493,1989-10-04,9999-01-01
277362,Uzi,Kugler,Senior Staff,40000,1991-01-12,9999-01-01
278386,Caolyn,Poujol,Technique Leader,42957,1995-12-03,9999-01-01
277777,Herbert,Itzigehl,Senior Engineer,40000,1990-07-04,9999-01-01
278452,Sudhanshu,Toyoshima,Senior Staff,40000,1987-08-29,9999-01-01
278239,Boaz,Bottner,Staff,40000,1994-02-06,9999-01-01
279115,Maren,DuCasse,Engineer,55885,1997-11-29,9999-01-01
278536,Munenori,Shobatake,Senior Staff,70597,1992-01-10,9999-01-01
278549,Jaana,Werthner,Senior Staff,89009,1989-07-27,9999-01-01
278953,Jeanna,Ghandeharizadeh,Senior Engineer,40000,1990-08-11,9999-01-01
280420,Jahangir,Hofting,Senior Staff,80385,1986-09-28,9999-01-01
279280,Niranjan,Debuse,Senior Engineer,40000,1992-09-21,9999-01-01
279791,Chiranjit,Lyonns,Engineer,40000,1986-12-24,9999-01-01
280070,Niteen,Ebeling,Senior Staff,43684,1988-03-29,9999-01-01
280291,Lenore,Badache,Staff,41617,1998-11-24,9999-01-01
280525,Kish,Herbst,Staff,100167,1996-08-18,9999-01-01
281570,Zijian,Covnot,Assistant Engineer,50023,1994-09-13,9999-01-01
280648,Heeju,Lorys,Senior Engineer,61217,1986-12-27,9999-01-01
281848,Parke,Staylopatis,Senior Engineer,40000,1993-07-31,9999-01-01
281692,Khosrow,Sommen,Senior Engineer,45215,1990-03-03,9999-01-01
281859,Masanao,Papastamatiou,Senior Engineer,56239,1985-11-25,9999-01-01
282333,Nahla,Serdy,Senior Staff,40000,1993-09-09,9999-01-01
282191,Alper,Shinomoto,Engineer,41448,1997-10-20,9999-01-01
282343,Xinglin,Haldar,Senior Staff,77230,1988-07-20,9999-01-01
282894,Fay,Bellmore,Senior Engineer,53242,1989-05-03,9999-01-01
282547,Nahum,Codenie,Engineer,40754,1999-06-14,9999-01-01
282585,Zijian,Lammel,Staff,43246,1996-07-01,9999-01-01
284431,Pintsang,Fujisawa,Senior Staff,65037,1996-04-16,9999-01-01
284300,Ishfaq,Mahmud,Senior Staff,90644,1991-11-29,9999-01-01
284687,Oksana,Redmiles,Senior Engineer,40000,1985-06-22,9999-01-01
284561,Duri,Beznosov,Senior Engineer,50960,1988-02-15,9999-01-01
284691,Theron,Ressouche,Senior Engineer,40000,1988-08-17,9999-01-01
284856,Moto,Kobara,Senior Engineer,40000,1991-12-12,9999-01-01
284711,Martijn,Azevdeo,Senior Engineer,57721,1988-02-10,9999-01-01
284717,Gal,Ranta,Senior Engineer,40000,1992-11-07,9999-01-01
285396,Lena,Kohling,Senior Engineer,66793,1986-10-04,9999-01-01
284954,Anneke,Hammerschmidt,Engineer,40000,1996-01-30,9999-01-01
285164,Xiaocheng,Kumaresan,Staff,91283,1994-10-03,9999-01-01
286026,Utpal,Zaumen,Senior Staff,65537,1991-02-25,9999-01-01
285905,Kellyn,Bage,Senior Staff,51667,1994-11-04,9999-01-01
285906,Arnould,Buescher,Engineer,49297,1998-03-26,9999-01-01
286029,Jaques,Nanard,Staff,41827,1996-07-16,9999-01-01
286370,Toshimitsu,Seuren,Senior Staff,45618,1995-01-19,9999-01-01
286452,Behnaam,Bierbaum,Engineer,43036,1999-01-31,9999-01-01
287482,Shigeaki,Gihr,Senior Engineer,63479,1994-03-18,9999-01-01
286573,Nahum,Nishimukai,Senior Engineer,40000,1991-02-02,9999-01-01
286779,Sigeru,Versino,Engineer,54400,1998-08-31,9999-01-01
286986,Woody,Trelles,Senior Engineer,55706,1996-05-23,9999-01-01
287323,Steve,Dengi,Staff,73295,1999-09-15,9999-01-01
287327,Youjian,Felder,Senior Staff,58866,1993-07-15,9999-01-01
287334,Elliott,Speer,Engineer,47441,1998-08-08,9999-01-01
287713,Aamod,Ranka,Senior Staff,46369,1992-12-07,9999-01-01
287583,Jovan,Hockney,Senior Engineer,47726,1990-06-21,9999-01-01
287609,Sailaja,Negoita,Senior Engineer,48605,1988-01-20,9999-01-01
287808,Vidar,Ozeki,Technique Leader,51801,1996-06-17,9999-01-01
287984,Troy,Kobuchi,Senior Engineer,45001,1991-02-12,9999-01-01
288028,Kauko,Narwekar,Senior Engineer,50537,1985-12-16,9999-01-01
287983,Randi,Munos,Senior Staff,83519,1990-09-07,9999-01-01
288606,Susumu,Swiss,Senior Staff,93892,1991-11-15,9999-01-01
288142,Shay,Heystek,Senior Staff,67640,1989-04-01,9999-01-01
288166,Masoud,Asmuth,Staff,66034,1994-09-05,9999-01-01
288665,Horward,Khasidashvili,Senior Engineer,48607,1998-11-19,9999-01-01
288560,Yifei,Birjandi,Senior Staff,64818,1994-02-07,9999-01-01
288893,Bedrich,Rosenbaum,Senior Engineer,40000,1991-01-27,9999-01-01
288563,Cristinel,Gerlach,Senior Engineer,40000,1996-01-09,9999-01-01
289454,Bowen,Narwekar,Senior Engineer,52363,1985-03-08,9999-01-01
289687,Fai,Maccarone,Senior Staff,45390,1985-10-30,9999-01-01
289909,Hilari,Vecchio,Senior Staff,73997,1993-04-24,9999-01-01
289807,Soenke,Lemarechal,Senior Staff,40000,1994-09-04,9999-01-01
290009,Zijian,Rindone,Senior Staff,40000,1989-07-09,9999-01-01
290441,Gregory,Collavizza,Senior Staff,91982,1987-09-09,9999-01-01
290075,Boalin,Byoun,Senior Staff,49861,1990-10-01,9999-01-01
290284,Kwangjo,Menhardt,Engineer,52459,1996-01-11,9999-01-01
290467,Shaowen,Poulakidas,Senior Staff,47812,1987-04-15,9999-01-01
290478,Tsvetan,Sherertz,Engineer,54683,1989-08-07,9999-01-01
290769,Lalit,Blokdijk,Senior Engineer,44580,1999-02-01,9999-01-01
290563,Shigehiro,Oxenboll,Senior Engineer,40000,1986-02-26,9999-01-01
291612,Siamak,Gomatam,Engineer,40000,1998-07-08,9999-01-01
291352,Danai,Trelles,Technique Leader,55697,1992-04-17,9999-01-01
292110,Menkae,Showalter,Senior Engineer,53348,1996-08-09,9999-01-01
291669,Faiza,Bach,Engineer,59691,1999-09-13,9999-01-01
292146,Khatoun,Pulkowski,Engineer,40000,1998-01-11,9999-01-01
292504,Georgi,Bednarek,Senior Engineer,40000,1994-03-02,9999-01-01
292210,Masaru,Huhdanpaa,Senior Engineer,57954,1996-11-23,9999-01-01
292404,Hongzue,Zultner,Senior Staff,44910,1990-02-22,9999-01-01
292828,Ziya,Tokunaga,Senior Engineer,40000,1986-01-08,9999-01-01
292515,Bernd,Thummel,Engineer,40000,1989-08-03,9999-01-01
293154,Syozo,Maliniak,Senior Staff,47147,1992-11-09,9999-01-01
293080,Hideyuki,Slaats,Senior Staff,59821,1987-05-30,9999-01-01
293329,Fumiya,Griswold,Senior Engineer,60254,1986-06-12,9999-01-01
294144,Takanari,Ermel,Senior Staff,74140,1992-01-11,9999-01-01
293280,Moti,Steenbeek,Senior Engineer,40000,1987-01-22,9999-01-01
293746,Sanjay,Litecky,Senior Engineer,40000,1995-08-27,9999-01-01
293752,Jungsoon,Bail,Senior Staff,60081,1986-02-18,9999-01-01
294241,Marl,Fiebach,Senior Staff,74077,1994-07-26,9999-01-01
294446,Claudi,Ruemmler,Staff,57740,1999-08-13,9999-01-01
294527,Ashish,Candan,Senior Staff,62362,1992-02-02,9999-01-01
294461,Siddarth,Rosiles,Senior Engineer,44245,1985-11-18,9999-01-01
294791,Vesna,Lammel,Assistant Engineer,62854,1999-10-08,9999-01-01
294652,Hironobu,Brodie,Senior Engineer,40000,1985-09-17,9999-01-01
294857,Caolyn,Ozeri,Senior Engineer,76899,1986-07-29,9999-01-01
295262,Moon,Pews,Assistant Engineer,40000,1994-08-06,9999-01-01
295030,Fun,Keirsey,Senior Staff,40000,1985-07-09,9999-01-01
295236,Kauko,Fujisawa,Senior Engineer,40000,1987-09-13,9999-01-01
295268,Eben,Calkin,Senior Staff,62556,1996-12-19,9999-01-01
295254,Xuejun,Pfau,Senior Staff,40000,1985-07-24,9999-01-01
295278,Val,Barvinok,Senior Engineer,51829,1990-01-02,9999-01-01
295255,Jacopo,Bellone,Technique Leader,42789,1988-03-13,9999-01-01
295857,Kankanahalli,Ciolek,Senior Staff,44461,1989-12-26,9999-01-01
295411,Chiranjit,Serot,Staff,53572,1997-04-04,9999-01-01
296062,Shaz,Driscoll,Staff,55272,1998-10-03,9999-01-01
296303,Mariangiola,Heyers,Technique Leader,55209,1992-08-04,9999-01-01
296428,Charmane,Simmen,Senior Staff,62557,1989-03-07,9999-01-01
296664,Dipayan,Geffroy,Senior Engineer,40000,1987-09-17,9999-01-01
296687,Palash,Spieker,Senior Staff,40000,1991-05-11,9999-01-01
296718,Kamakshi,Bahl,Senior Engineer,40000,1987-12-22,9999-01-01
297232,Lokesh,Saoudi,Senior Staff,56647,1999-05-25,9999-01-01
297431,Cathie,Ratnakar,Senior Staff,58600,1996-06-23,9999-01-01
297474,Irena,Terkki,Staff,44241,1998-03-11,9999-01-01
297905,Marc,Bahl,Assistant Engineer,40000,1997-06-18,9999-01-01
297954,Sailaja,Fujisaki,Assistant Engineer,40000,1995-07-24,9999-01-01
298339,King,Benzmuller,Senior Engineer,40000,1986-09-04,9999-01-01
299346,Fumitake,Sichman,Senior Staff,40000,1991-02-21,9999-01-01
298577,Florina,Litecky,Senior Staff,75632,1985-12-02,9999-01-01
298953,Zita,Syang,Staff,56226,1998-12-29,9999-01-01
299580,Luisa,Itzfeldt,Engineer,49708,1997-01-23,9999-01-01
400046,Hilari,Christ,Senior Staff,40000,1991-01-19,9999-01-01
299718,Denny,Shobatake,Senior Staff,40000,1997-06-22,9999-01-01
299737,Patricio,Itzfeldt,Senior Staff,75091,1985-05-21,9999-01-01
400358,Angus,Jullig,Senior Engineer,65485,1989-04-13,9999-01-01
400683,Kamakshi,Manders,Staff,65023,1995-08-05,9999-01-01
400780,Poornachandra,Asser,Engineer,40000,1993-11-07,9999-01-01
401154,Danae,Kragelund,Senior Staff,40000,1987-05-20,9999-01-01
400796,Bodo,Halevi,Engineer,40000,1996-05-30,9999-01-01
401420,Florian,Uhrig,Senior Staff,40000,1987-01-31,9999-01-01
401278,Oguz,Schurmann,Engineer,62122,1986-11-11,9999-01-01
402102,Kersti,Granlund,Engineer,40000,1995-03-19,9999-01-01
401333,Martins,Shokrollahi,Senior Engineer,40000,1986-11-04,9999-01-01
401574,Yannik,Falco,Technique Leader,52475,1988-01-15,9999-01-01
402827,Weidon,Pollacia,Senior Staff,53483,1988-02-27,9999-01-01
402025,Shigehito,Duclos,Senior Engineer,50425,1987-09-20,9999-01-01
402664,Subhada,Janetzko,Senior Engineer,43122,1987-01-25,9999-01-01
402718,Jeanna,Rettelbach,Senior Engineer,58377,1990-02-14,9999-01-01
403010,Toshimitsu,Sluis,Senior Engineer,59167,1985-02-18,9999-01-01
403621,Deborah,Kaminger,Senior Staff,52532,1988-06-04,9999-01-01
403954,Jeanna,Bratten,Senior Engineer,40000,1990-07-26,9999-01-01
403644,Krisda,Hainaut,Senior Staff,40000,1995-07-08,9999-01-01
404018,Valery,Babb,Senior Engineer,55622,1998-10-19,9999-01-01
404236,Zengping,Kakkar,Senior Engineer,43423,1988-07-22,9999-01-01
404462,Anestis,Setlzner,Senior Engineer,40194,1985-07-13,9999-01-01
404755,Manu,Junet,Senior Staff,55120,1991-04-20,9999-01-01
404573,Eberhardt,Spelt,Staff,40000,1997-07-05,9999-01-01
404788,Basem,Beausoleil,Engineer,50754,1998-03-16,9999-01-01
405015,Morris,Fargier,Senior Staff,72535,1988-06-29,9999-01-01
406125,Georgi,Portugali,Technique Leader,40000,1987-09-27,9999-01-01
405063,Yechezkel,Yurov,Senior Engineer,67423,1998-11-30,9999-01-01
406564,Parviz,Picco,Engineer,42716,1995-04-16,9999-01-01
406239,Marek,Tomescu,Senior Engineer,40000,1995-05-15,9999-01-01
407522,Tommaso,Raczkowsky,Staff,53708,1996-08-29,9999-01-01
406714,Malu,Ossenbruggen,Senior Staff,40000,1986-11-21,9999-01-01
406847,Alexius,Crouzet,Staff,65556,1999-10-05,9999-01-01
407837,Fei,Erez,Senior Engineer,47359,1986-10-15,9999-01-01
408019,Shridhar,Chleq,Senior Engineer,46019,1986-03-22,9999-01-01
408417,Tsz,Daescu,Staff,50677,1994-01-29,9999-01-01
408114,Geoffrey,Ladret,Engineer,75323,1994-01-03,9999-01-01
408163,Irene,Sethi,Senior Engineer,67566,1996-09-06,9999-01-01
408437,Uno,Solares,Senior Staff,59806,1994-09-22,9999-01-01
408447,Mayuri,Werthner,Senior Staff,65539,1990-08-19,9999-01-01
409898,Divier,Ishibashi,Senior Engineer,60860,1989-09-22,9999-01-01
408654,Yongqiao,Cochrane,Senior Staff,47427,1986-10-27,9999-01-01
408953,Jolita,Claffy,Senior Engineer,40000,1993-12-24,9999-01-01
409391,Willard,Verspoor,Engineer,40675,1999-02-28,9999-01-01
410028,Xiadong,McClurg,Senior Staff,40000,1985-09-17,9999-01-01
409798,Dekang,Tsunoo,Technique Leader,55643,1995-01-19,9999-01-01
409805,Frazer,Candan,Senior Engineer,60575,1999-03-05,9999-01-01
410372,Duri,Mitina,Senior Engineer,40608,1990-03-04,9999-01-01
410433,Kazuhisa,Riesenhuber,Senior Engineer,49038,1992-10-06,9999-01-01
410881,Koichi,Grabner,Senior Engineer,40000,1990-04-24,9999-01-01
410616,Gudjon,Kalorkoti,Senior Engineer,40000,1994-04-14,9999-01-01
410804,Ronnie,Denos,Senior Engineer,49617,1992-06-08,9999-01-01
411070,Otmar,Brandsma,Senior Engineer,41389,1987-05-28,9999-01-01
411082,Martine,Cangellaris,Senior Engineer,40987,1992-04-28,9999-01-01
411143,Goncalo,Barbanera,Senior Staff,87814,1996-09-01,9999-01-01
412404,Mitsuyuki,Jeansoulin,Senior Engineer,75569,1999-10-28,9999-01-01
413205,Mototsugu,Prampolini,Senior Staff,82766,1988-06-12,9999-01-01
412757,Leen,Peak,Engineer,40000,1999-11-20,9999-01-01
413729,Harjit,Ernst,Technique Leader,40000,1992-04-26,9999-01-01
413098,Hsiangchu,Taubenfeld,Senior Staff,45619,1993-04-17,9999-01-01
413666,Remco,Duclos,Senior Staff,62764,1988-04-18,9999-01-01
414027,Tadanori,Msuda,Senior Engineer,40000,1988-11-06,9999-01-01
413831,Mohamadou,Grabner,Senior Staff,40444,1991-11-25,9999-01-01
413832,Marco,Jahnichen,Senior Staff,40000,1995-03-28,9999-01-01
414091,Wuxu,Kuhnemann,Engineer,40000,1997-08-19,9999-01-01
414662,Ipke,Schneeberger,Senior Engineer,52170,1985-09-20,9999-01-01
414543,Bernd,Anick,Senior Engineer,68487,1988-11-19,9999-01-01
414551,Elliott,Copas,Senior Engineer,41620,1994-09-13,9999-01-01
414714,Chinho,Delgrande,Senior Staff,47105,1996-11-07,9999-01-01
415338,Shigeo,Emmart,Assistant Engineer,40000,1995-12-24,9999-01-01
414814,Dayanand,Wielonsky,Staff,43223,1999-02-15,9999-01-01
414897,Juyoung,Willoner,Senior Staff,69580,1989-11-03,9999-01-01
415187,Juyoung,Peltason,Assistant Engineer,57432,1998-09-01,9999-01-01
415363,Conal,Shackell,Senior Staff,56789,1986-01-25,9999-01-01
416492,Kannan,Meriste,Senior Engineer,40000,1992-08-12,9999-01-01
415563,Mrinalini,Bierbaum,Senior Engineer,51477,1986-03-12,9999-01-01
416074,Alain,Lieberherr,Senior Engineer,40000,1987-05-11,9999-01-01
416383,Nectarios,Itschner,Senior Engineer,57970,1990-03-02,9999-01-01
416420,Adamantios,Heemskerk,Senior Staff,57583,1986-08-08,9999-01-01
416720,Tokuyasu,Xiaoshan,Senior Engineer,50877,1991-09-19,9999-01-01
416660,Nathalie,Luke,Senior Engineer,40000,1987-09-16,9999-01-01
416877,Gio,Orsini,Senior Staff,82181,1988-12-07,9999-01-01
416892,Shooichi,Vandervoorde,Engineer,55754,1996-08-16,9999-01-01
